 , , ,
1.000000000000000000e+00,8.654207229614257812e+00,2.000000000000000000e+00,2.650000000000000000e+02
2.000000000000000000e+00,1.569940924644470215e+01,3.000000000000000000e+00,3.700000000000000000e+02
4.000000000000000000e+00,3.355461668968200684e+01,4.000000000000000000e+00,5.700000000000000000e+02
6.000000000000000000e+00,5.950154519081115723e+01,5.000000000000000000e+00,7.600000000000000000e+02
7.000000000000000000e+00,7.651314449310302734e+01,1.000000000000000000e+01,8.500000000000000000e+02
8.000000000000000000e+00,8.291787433624267578e+01,1.100000000000000000e+01,9.150000000000000000e+02
9.000000000000000000e+00,9.536803531646728516e+01,1.200000000000000000e+01,9.750000000000000000e+02
1.000000000000000000e+01,1.085367903709411621e+02,1.300000000000000000e+01,1.030000000000000000e+03
1.100000000000000000e+01,1.155507779121398926e+02,1.400000000000000000e+01,1.080000000000000000e+03
1.300000000000000000e+01,1.394045269489288330e+02,1.500000000000000000e+01,1.170000000000000000e+03
1.600000000000000000e+01,1.729121913909912109e+02,1.600000000000000000e+01,1.275000000000000000e+03
1.900000000000000000e+01,2.129339859485626221e+02,1.800000000000000000e+01,1.365000000000000000e+03
2.100000000000000000e+01,2.328043115139007568e+02,1.900000000000000000e+01,1.415000000000000000e+03
2.500000000000000000e+01,2.752317407131195068e+02,2.000000000000000000e+01,1.495000000000000000e+03
4.800000000000000000e+01,4.943674273490905762e+02,2.200000000000000000e+01,1.775000000000000000e+03
