 , , ,
1.000000000000000000e+00,1.562132596969604492e+00,0.000000000000000000e+00,7.500000000000000000e+01
3.000000000000000000e+00,3.842872142791748047e+00,1.000000000000000000e+00,1.250000000000000000e+02
1.000000000000000000e+01,1.649611616134643555e+01,2.000000000000000000e+00,2.930000000000000000e+02
1.200000000000000000e+01,2.147929430007934570e+01,3.000000000000000000e+00,3.390000000000000000e+02
2.200000000000000000e+01,5.381539011001586914e+01,4.000000000000000000e+00,5.590000000000000000e+02
2.700000000000000000e+01,7.460739541053771973e+01,5.000000000000000000e+00,6.640000000000000000e+02
3.000000000000000000e+01,8.799478745460510254e+01,7.000000000000000000e+00,7.240000000000000000e+02
3.900000000000000000e+01,1.342807617187500000e+02,8.000000000000000000e+00,8.860000000000000000e+02
4.000000000000000000e+01,1.374050073623657227e+02,9.000000000000000000e+00,9.030000000000000000e+02
4.500000000000000000e+01,1.631957747936248779e+02,1.100000000000000000e+01,9.830000000000000000e+02
5.900000000000000000e+01,2.342414433956146240e+02,1.200000000000000000e+01,1.166000000000000000e+03
7.200000000000000000e+01,3.073179457187652588e+02,1.300000000000000000e+01,1.315000000000000000e+03
7.800000000000000000e+01,3.408724620342254639e+02,1.400000000000000000e+01,1.375000000000000000e+03
8.300000000000000000e+01,3.656478781700134277e+02,1.500000000000000000e+01,1.420000000000000000e+03
1.150000000000000000e+02,5.164560134410858154e+02,1.600000000000000000e+01,1.670000000000000000e+03
1.400000000000000000e+02,6.601407499313354492e+02,1.700000000000000000e+01,1.837000000000000000e+03
1.600000000000000000e+02,7.594610040187835693e+02,1.800000000000000000e+01,1.932000000000000000e+03
1.800000000000000000e+02,8.248049128055572510e+02,1.900000000000000000e+01,1.995000000000000000e+03
2.000000000000000000e+02,8.823381989002227783e+02,2.000000000000000000e+01,2.043000000000000000e+03
